Time,Reporter,Type,Content,Screenshot,RTF Note
"2011-04-05";"11:44:17,,WebUrl:";",""http://www.flickr.com/photos/61188104@N03/5591280201/"",,"
2011-04-05 11:47:51,,(Rapid Reporter version),"1.11.03.20",,
2011-04-05 11:47:51,,Session Reporter,"",,
2011-04-05 11:47:51,,Hashcode,"c7f7ceb671",,
2011-04-05 11:47:51,,Session Charter,"asdsasasad",,
2011-04-05 11:47:53,,Setup,"asdsasadasd",,
2011-04-05 11:47:55,,autogenerated,"screenshot saved",1_20110405_114755_c7f7ceb671.jpg,
2011-04-05 11:48:06,,WebUrl: ,"http://www.flickr.com/photos/61188104@N03/5591285901/",,
2011-04-05 11:48:31,,Session End. Duration,"00:00:39",,
2011-04-07 14:02:51,,(Rapid Reporter version),"1.11.03.20",,
2011-04-07 14:02:51,,Session Reporter,"",,
2011-04-07 14:02:51,,Hashcode,"dd89c7f3e4",,
2011-04-07 14:02:51,,Session Charter,"dfg",,
2011-04-07 14:02:51,,Setup,"f",,
2011-04-07 14:02:52,,Setup,"f",,
2011-04-07 14:02:53,,Note,"f",,
2011-04-07 14:02:55,,autogenerated,"screenshot saved",1_20110407_140255_dd89c7f3e4.jpg,
2011-04-07 14:02:55,,autogenerated,"screenshot saved",2_20110407_140255_dd89c7f3e4.jpg,
2011-04-07 14:02:56,,autogenerated,"screenshot saved",3_20110407_140256_dd89c7f3e4.jpg,
2011-04-07 14:02:56,,autogenerated,"screenshot saved",4_20110407_140256_dd89c7f3e4.jpg,
2011-04-07 14:02:57,,autogenerated,"screenshot saved",5_20110407_140257_dd89c7f3e4.jpg,
2011-04-07 14:02:57,,autogenerated,"screenshot saved",6_20110407_140257_dd89c7f3e4.jpg,
2011-04-07 14:02:57,,autogenerated,"screenshot saved",7_20110407_140257_dd89c7f3e4.jpg,
2011-04-07 14:02:58,,Session End. Duration,"00:00:07",,
2011-04-07 14:03:04,,(Rapid Reporter version),"1.11.03.20",,
2011-04-07 14:03:04,,Session Reporter,"",,
2011-04-07 14:03:04,,Hashcode,"6de37fe6d1",,
2011-04-07 14:03:04,,Session Charter,"f",,
2011-04-07 14:03:04,,Setup,"f",,
2011-04-07 14:03:06,,autogenerated,"screenshot saved",1_20110407_140306_6de37fe6d1.jpg,
2011-04-07 14:03:06,,autogenerated,"screenshot saved",2_20110407_140306_6de37fe6d1.jpg,
2011-04-07 14:03:08,,Session End. Duration,"00:00:04",,
2011-04-07 14:03:13,,(Rapid Reporter version),"1.11.03.20",,
2011-04-07 14:03:13,,Session Reporter,"",,
2011-04-07 14:03:13,,Hashcode,"47f189a71b",,
2011-04-07 14:03:13,,Session Charter,"f",,
2011-04-07 14:03:13,,Setup,"f",,
2011-04-07 14:03:15,,autogenerated,"screenshot saved",1_20110407_140315_47f189a71b.jpg,
2011-04-07 14:03:15,,autogenerated,"screenshot saved",2_20110407_140315_47f189a71b.jpg,
2011-04-07 14:03:16,,autogenerated,"screenshot saved",3_20110407_140316_47f189a71b.jpg,
2011-04-07 14:03:17,,Session End. Duration,"00:00:04",,
"2011-04-05";"11:44:17,,WebUrl:";",""http://www.flickr.com/photos/61188104@N03/5591280201/"",,"
