Time,Reporter,Type,Content,Screenshot,RTF Note
2011-04-19 11:13:39,Nicholas,(Rapid Reporter version),"1.11.03.20",,
2011-04-19 11:13:39,Nicholas,Hash Code,"2fc56b7",,
2011-04-19 11:13:39,Nicholas,Twitter Account,"Pvt10RR",,
2011-04-19 11:13:39,Nicholas,Session Reporter,"Nicholas",,
2011-04-19 11:13:39,Nicholas,Session Charter,"Test",,
2011-04-19 11:13:40,Nicholas,Twitter Link,"https://twitter.com/#!/search?q=%232fc56b7",,
2011-04-19 11:13:44,Nicholas,Note,"note",,
2011-04-19 11:13:47,Nicholas,autogenerated,"screenshot saved",1_20110419_111347_2fc56b7.jpg,
2011-04-19 11:13:55,Nicholas,WebUrl: ,"http://www.flickr.com/photos/61770619@N06/5633733409/",,
2011-04-19 11:13:57,Nicholas,Session End. Duration,"00:00:18",,
