Time,Reporter,Type,Content,Screenshot,RTF Note
2011-04-19 10:53:40,NeoGeo,(Rapid Reporter version),"1.11.03.20",,
2011-04-19 10:53:40,NeoGeo,Hash Code,"fd28c59",,
2011-04-19 10:53:40,NeoGeo,Twitter Account,"Pvt10RR",,
2011-04-19 10:53:40,NeoGeo,Session Reporter,"NeoGeo",,
2011-04-19 10:53:40,NeoGeo,Session Charter,"To show geo amazing flickr became when it was combined with our GODLIKE twitter RR",,
2011-04-19 10:53:41,NeoGeo,Twitter Link,"https://twitter.com/#!/search?q=%23fd28c59",,
2011-04-19 10:54:25,NeoGeo,autogenerated,"screenshot saved",1_20110419_105424_fd28c59.jpg,
2011-04-19 10:54:31,NeoGeo,WebUrl: ,"http://www.flickr.com/photos/61770619@N06/5633704513/",,
2011-04-19 10:54:36,NeoGeo,autogenerated,"screenshot saved",2_20110419_105436_fd28c59.jpg,
2011-04-19 10:55:38,NeoGeo,autogenerated,"screenshot saved",3_20110419_105538_fd28c59.jpg,
2011-04-19 10:55:51,NeoGeo,WebUrl: ,"http://www.flickr.com/photos/61770619@N06/5633706651/",,
2011-04-19 10:56:10,NeoGeo,Session End. Duration,"00:02:30",,
