Time,Reporter,Type,Content,Screenshot,RTF Note
2011-04-15 15:11:57,Nicholasasdasdasdasd,(Rapid Reporter version),"1.11.03.20",,
2011-04-15 15:11:57,Nicholasasdasdasdasd,Hash Code,"de0744a",,
2011-04-15 15:11:57,Nicholasasdasdasdasd,Twitter Account,"Pvt10RR2",,
2011-04-15 15:11:57,Nicholasasdasdasdasd,Session Reporter,"Nicholasasdasdasdasd",,
2011-04-15 15:11:57,Nicholasasdasdasdasd,Session Charter,"Chartinasdnasndkdas",,
2011-04-15 15:11:57,Nicholasasdasdasdasd,Twitter Link,"https://twitter.com/#!/search?q=%23de0744a",,
2011-04-15 15:11:59,Nicholasasdasdasdasd,Setup,"Sjpsaksadasjads",,
2011-04-15 15:12:03,Nicholasasdasdasdasd,Note,"Notfknasnkfsdnksfdn",,
2011-04-15 15:12:13,Nicholasasdasdasdasd,autogenerated,"screenshot saved",1_20110415_151213_de0744a.jpg,
2011-04-15 15:12:19,Nicholasasdasdasdasd,WebUrl: ,"http://www.flickr.com/photos/61770619@N06/5621874558/",,
2011-04-15 15:12:35,Nicholasasdasdasdasd,Session End. Duration,"00:00:38",,
